No.,Ticker,Company,Sector,Industry,Country,Market Cap,P/E,Forward P/E,PEG,P/S,P/B,P/Cash,P/Free Cash Flow,Dividend Yield,Payout Ratio,EPS (ttm),EPS growth this year,EPS growth next year,EPS growth past 5 years,EPS growth next 5 years,Sales growth past 5 years,EPS growth quarter over quarter,Sales growth quarter over quarter,Shares Outstanding,Shares Float,Insider Ownership,Insider Transactions,Institutional Ownership,Institutional Transactions,Float Short,Short Ratio,Return on Assets,Return on Equity,Return on Investment,Current Ratio,Quick Ratio,LT Debt/Equity,Total Debt/Equity,Gross Margin,Operating Margin,Profit Margin,Performance (Week),Performance (Month),Performance (Quarter),Performance (Half Year),Performance (Year),Performance (YTD),Beta,Average True Range,Volatility (Week),Volatility (Month),20-Day Simple Moving Average,50-Day Simple Moving Average,200-Day Simple Moving Average,50-Day High,50-Day Low,52-Week High,52-Week Low,Relative Strength Index (14),Change from Open,Gap,Analyst Recom,Average Volume,Relative Volume,Price,Change,Volume,Earnings Date,Target Price,IPO Date,After-Hours Close,After-Hours Change
6233,PVAL,Putnam Focused Large Cap Value ETF,Financial,Exchange Traded Fund,USA,,,,,,,,,0.49%,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.19%,-4.43%,-2.36%,4.64%,,-4.36%,,0.5,2.34%,1.62%,-2.93%,-2.46%,1.24%,-9.80%,3.39%,-9.80%,9.61%,39.03,1.64%,-0.42%,,11.09,0.53,26.69,1.21%,5846,,,5/26/2021,26.69,0.00%
6234,PVBC,"Provident Bancorp, Inc.",Financial,Banks - Regional,USA,316.48,18.44,17.83,,4.93,1.27,1.65,15.9,0.90%,14.20%,0.97,10.50%,3.09%,27.10%,,18.90%,70.70%,7.20%,16.41,15.44,1.80%,0.00%,43.60%,0.17%,0.32%,1.33,1.10%,7.20%,18.80%,,,0,0,,88.50%,26.20%,-2.09%,-1.93%,0.85%,12.99%,54.64%,-4.14%,1.1,0.87,7.02%,4.65%,-2.36%,-2.96%,5.04%,-11.47%,6.00%,-11.47%,61.50%,45.85,2.59%,-0.17%,2,37.41,0.59,17.83,2.41%,21964,1/27/2022 4:30:00 PM,24,7/16/2015,17.83,0.00%
6235,PVG,Pretium Resources Inc.,Basic Materials,Gold,Canada,3179.91,,16.76,,4.16,2.37,11.91,13.36,,,-0.2,-193.60%,39.37%,,,,-29.60%,-5.20%,187.9,187.83,0.05%,0.00%,72.45%,,2.49%,2.6,-2.40%,-3.50%,11.40%,1.3,1.1,0.09,0.23,35.20%,31.60%,-4.70%,-7.45%,-3.94%,10.10%,43.73%,23.94%,-4.83%,0.86,0.33,2.79%,2.25%,-5.27%,-3.32%,18.34%,-9.12%,3.15%,-9.33%,61.76%,37.95,-0.59%,-0.22%,2,1797.05,0.45,13.41,-0.81%,811282,11/11/2021 16:30,16,1/20/2011,13.48,0.49%
6236,PVH,PVH Corp.,Consumer Cyclical,Apparel Manufacturing,USA,6717.49,13.36,9.29,,0.76,1.28,5.17,10.92,0.16%,0.00%,6.96,-385.30%,7.70%,-34.00%,-6.04%,-2.30%,297.90%,10.10%,70.9,70.35,1.10%,-16.41%,,0.14%,1.85%,1.28,3.90%,10.20%,-12.30%,1.5,0.9,0.5,0.52,57.10%,9.90%,5.70%,-3.28%,-11.89%,-15.14%,-11.07%,9.13%,-12.76%,2.24,3.9,4.77%,3.73%,-9.07%,-11.05%,-14.17%,-25.27%,2.65%,-25.82%,18.13%,32.5,0.97%,-0.75%,2.3,1016.68,0.9,93.04,0.20%,911266,12/01/2021 16:30,128.26,3/25/1920,93.04,0.00%
6237,PVI,Invesco ETF Trust II - Invesco VRDO Tax-Free ETF,Financial,Exchange Traded Fund,USA,,,,,,,,,0.04%,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.06%,-0.04%,-0.10%,-0.10%,-0.22%,-0.04%,,0.02,0.09%,0.07%,-0.04%,-0.04%,-0.10%,-0.18%,0.10%,-0.34%,0.18%,43.87,-0.04%,0.00%,,4.34,0.62,24.85,-0.04%,2693,,,11/15/2007,,
6238,PVL,Permianville Royalty Trust,Energy,Oil & Gas E&P,USA,71.91,166.15,,,51.36,1.07,,,5.56%,919.20%,0.01,-47.20%,,-18.30%,,-17.40%,242.10%,600.00%,33,22.51,31.80%,0.00%,3.80%,,0.53%,1.14,0.60%,0.60%,7.10%,,,0,0,,30.70%,30.70%,0.00%,2.37%,-0.92%,22.73%,81.51%,2.37%,1.73,0.07,2.62%,3.24%,-1.34%,-0.23%,11.62%,-7.90%,9.78%,-9.62%,116.00%,47.59,-0.92%,-0.90%,,103.73,0.56,2.16,-1.81%,57771,,,11/03/2011,2.16,0.00%
6239,PW,Power REIT,Real Estate,REIT - Diversified,USA,214.72,38.1,16.63,,26.84,3.92,23.09,357.87,,0.00%,1.62,169.10%,79.71%,33.70%,,16.70%,91.40%,127.30%,3.32,2.23,14.90%,-0.19%,38.20%,23.47%,1.47%,0.93,6.40%,11.60%,6.10%,,,0.43,0.44,,66.10%,59.50%,-7.81%,-5.76%,24.16%,65.15%,63.92%,-10.18%,0.24,5.41,7.35%,8.18%,-12.12%,-2.80%,25.74%,-24.53%,21.19%,-24.53%,98.08%,41.7,-0.16%,0.00%,2,35.22,0.99,61.88,-0.16%,34997,11/16/2021 8:30:00 AM,86,3/17/1980,61.3,-0.94%
6240,PWB,Invesco Dynamic Large Cap Growth ETF,Financial,Exchange Traded Fund,USA,,,,,,,,,0.06%,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.68%,-13.03%,-10.02%,-6.97%,4.47%,-12.23%,,1.94,4.18%,2.52%,-5.66%,-9.01%,-6.21%,-13.84%,6.08%,-13.84%,13.85%,36.39,3.37%,0.28%,,32.02,1.07,70.89,3.66%,34200,,,3/03/2005,70.87,-0.03%
6241,PWFL,"PowerFleet, Inc.",Technology,Communication Equipment,USA,133.4,,,,1.1,1.21,3.95,,,,-0.41,22.10%,76.30%,10.30%,30.00%,22.10%,-123.50%,5.80%,35.02,33.38,4.40%,0.00%,67.10%,0.04%,1.95%,3.41,-6.10%,-14.30%,-4.20%,2.2,1.8,0.19,0.26,49.50%,-3.90%,-11.30%,-8.82%,-29.11%,-48.88%,-49.93%,-51.97%,-28.06%,1.75,0.3,8.11%,6.54%,-21.43%,-34.88%,-47.82%,-49.42%,12.17%,-64.29%,12.17%,28.4,5.57%,0.31%,1.5,191.14,0.91,3.41,5.90%,174651,11/04/2021 8:30,10,6/30/1999,3.41,0.00%
6242,PWOD,"Penns Woods Bancorp, Inc.",Financial,Banks - Regional,USA,173.95,11.49,,,2.96,1.03,0.62,17.93,5.22%,60.00%,2.13,-2.00%,,2.10%,,6.30%,-8.00%,-4.50%,7.06,6.74,1.90%,10.36%,20.20%,0.07%,0.65%,3.42,0.80%,9.10%,24.10%,,,0.05,0.1,,80.30%,25.60%,2.03%,3.33%,3.11%,4.21%,13.74%,3.59%,0.61,0.3,1.39%,1.10%,2.15%,2.34%,2.06%,-0.63%,4.70%,-13.09%,15.95%,62.41,1.32%,0.33%,,12.77,1,24.5,1.66%,12824,01/26/2022,,6/02/1994,24.5,0.00%
6243,PWP,Perella Weinberg Partners,Financial,Capital Markets,USA,1000.3,,8.3,,1.66,3.49,2.41,,2.73%,,-0.4,,-14.24%,,,,,49.10%,42.57,42.45,0.30%,0.00%,88.60%,0.10%,7.83%,7.4,-3.20%,-8.60%,,1.7,1.7,0,0,91.50%,,-2.30%,-0.68%,-18.91%,-26.15%,-15.91%,-10.95%,-20.30%,,0.57,6.22%,4.93%,-13.67%,-16.08%,-19.61%,-24.80%,7.44%,-30.51%,7.44%,33.21,6.33%,0.73%,1.7,449.27,1.04,10.25,7.11%,468883,11/04/2021 8:30,18.25,11/20/2020,10.17,-0.78%
6244,PWPPW,Perella Weinberg Partners,Financial,Capital Markets,USA,,,,,,,,,,,,,,,,,,127.80%,,27.43,,,,,,,,,,,,,,,,,-9.52%,-41.13%,-39.77%,-30.33%,1.46%,-40.79%,,0.28,17.53%,10.29%,-31.48%,-33.95%,-27.33%,-43.97%,32.27%,-50.82%,87.14%,26.74,6.63%,2.62%,,20.77,13.66,2.09,9.42%,283776,,,11/20/2020,,
6245,PWR,"Quanta Services, Inc.",Industrials,Engineering & Construction,USA,14280.53,25.89,16.23,1.65,1.19,2.98,8.42,57.24,0.28%,5.90%,3.8,12.60%,27.23%,37.80%,15.74%,8.10%,7.10%,11.00%,142.5,141.02,0.20%,-8.56%,92.90%,-0.47%,1.85%,2.46,6.10%,12.40%,8.70%,2.4,2.4,0.63,0.64,15.20%,5.80%,4.60%,0.23%,-13.81%,-18.94%,8.36%,39.78%,-14.09%,1.18,3.69,4.36%,3.79%,-7.09%,-11.50%,-5.18%,-20.69%,4.89%,-21.00%,41.04%,34.34,1.67%,-0.01%,1.8,1063.81,0.88,98.5,1.66%,939279,11/04/2021 8:30,136.19,2/12/1998,98.5,0.00%
6246,PWS,Pacer WealthShield ETF,Financial,Exchange Traded Fund,USA,,,,,,,,,0.66%,,,,,,,,,,,,,,,,,0.97,,,,,,,,,,,0.08%,-7.08%,-11.35%,-5.35%,4.01%,-8.19%,,0.46,2.12%,1.26%,-4.01%,-7.87%,-7.27%,-13.34%,3.37%,-13.49%,4.30%,32.22,1.84%,0.53%,,15.9,0.47,30.35,2.38%,7414,,,12/12/2017,,
6247,PWSC,"PowerSchool Holdings, Inc.",Technology,Software - Application,USA,3177.85,,22.58,,6.01,2.49,34.92,,,,-0.2,48.60%,25.23%,,32.10%,,,28.90%,197.85,156.89,1.60%,0.00%,62.40%,0.12%,2.07%,5.39,,,0.80%,0.5,0.5,0.59,0.6,56.80%,0.50%,-7.40%,21.43%,-2.81%,-32.99%,-15.56%,,-5.40%,,0.99,8.67%,7.09%,7.65%,-10.41%,-31.39%,-33.90%,26.15%,-57.38%,26.15%,52.36,5.34%,0.61%,2.2,603.15,1.5,15.58,5.99%,907051,11/10/2021 16:30,25.22,7/28/2021,15.58,0.00%
6248,PWV,Invesco Dynamic Large Cap Value ETF,Financial,Exchange Traded Fund,USA,,,,,,,,,1.92%,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.42%,-1.00%,2.44%,8.73%,26.22%,-0.86%,,0.8,2.77%,1.53%,-1.96%,0.09%,5.03%,-4.92%,5.62%,-4.92%,26.32%,45.15,1.55%,-0.25%,,41.04,1.92,48.33,1.30%,78699,,,3/03/2005,,
6249,PWZ,Invesco ETF Trust II - Invesco California AMT-Free Municipal Bond ETF,Financial,Exchange Traded Fund,USA,,,,,,,,,2.32%,,,,,,,,,,,,,,,,,,,,,,,,,,,,-1.45%,-2.87%,-1.95%,-4.07%,-3.49%,-2.80%,,0.09,0.52%,0.29%,-1.84%,-2.42%,-2.98%,-3.66%,-0.11%,-4.38%,-0.11%,10.53,-0.29%,0.04%,,149.21,9.32,27.12,-0.26%,1390130,,,10/11/2007,27.11,-0.04%
6250,PX,"P10, Inc.",Financial,Asset Management,USA,1424.11,36.84,15.51,,10.99,10.62,65.63,40.81,,0.00%,0.32,88.90%,49.00%,44.70%,,,6173.80%,147.40%,62.46,23,0.04%,-99.44%,63.90%,23.46%,2.10%,1.86,4.70%,43.70%,10.20%,1.2,1.2,4.57,4.57,,21.60%,21.60%,-3.76%,-10.34%,-3.44%,4.47%,44.79%,-15.67%,0.98,0.48,3.74%,3.91%,-8.46%,-11.17%,-3.49%,-22.92%,3.15%,-31.22%,63.43%,34.01,0.68%,0.00%,1.7,259.38,0.73,11.79,0.68%,188596,11/12/2021 8:30,17,10/21/2021,11.76,-0.25%
6251,PXD,Pioneer Natural Resources Company,Energy,Oil & Gas E&P,USA,54635.06,42.32,10.57,,3.82,2.27,75.36,15.79,1.07%,59.00%,5.09,-126.30%,53.46%,7.50%,,19.50%,889.30%,167.20%,244,242.62,0.30%,0.20%,86.60%,0.09%,2.77%,3.14,4.30%,7.00%,1.50%,0.6,0.6,0.29,0.3,49.30%,28.50%,9.30%,4.09%,17.33%,15.35%,50.66%,81.15%,18.41%,1.65,7.02,4.69%,3.20%,5.96%,13.89%,29.45%,-3.00%,28.99%,-3.00%,90.20%,67.29,0.78%,-0.07%,1.9,2141.53,0.95,215.37,0.71%,2037151,11/03/2021 16:30,233.67,12/22/1987,215.37,0.00%
6252,PXE,Invesco Dynamic Energy Exploration & Production ETF,Financial,Exchange Traded Fund,USA,,,,,,,,,2.05%,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.30%,14.34%,6.95%,40.41%,103.62%,16.60%,,0.93,6.34%,4.14%,4.25%,10.30%,23.30%,-4.18%,28.20%,-4.18%,103.62%,59.93,0.09%,0.58%,,140.78,1.39,22.48,0.67%,196091,,,10/26/2005,22.5,0.09%
6253,PXF,Invesco FTSE RAFI Developed Markets ex-U.S. ETF,Financial,Exchange Traded Fund,USA,,,,,,,,,2.00%,,,,,,,,,,,,,,,,,,,,,,,,,,,,-1.28%,-0.95%,-3.27%,-1.69%,10.59%,-0.78%,,0.63,1.93%,1.09%,-2.32%,-0.94%,-2.19%,-5.43%,3.84%,-6.69%,11.35%,40.08,0.71%,-0.62%,,101.66,0.46,47.01,0.09%,46388,,,6/25/2007,,
6254,PXH,Invesco FTSE RAFI Emerging Markets ETF,Financial,Exchange Traded Fund,USA,,,,,,,,,2.57%,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.72%,1.60%,-2.29%,-1.16%,4.03%,1.32%,,0.3,1.56%,1.10%,-0.29%,0.42%,-2.45%,-3.13%,5.44%,-9.06%,5.44%,49.33,-0.05%,0.09%,,463.34,1.41,22.18,0.05%,652024,,,9/27/2007,22.16,-0.09%
6255,PXI,Invesco DWA Energy Momentum ETF,Financial,Exchange Traded Fund,USA,,,,,,,,,0.52%,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.93%,10.42%,2.40%,35.88%,77.10%,12.86%,,1.34,5.78%,3.82%,3.44%,7.81%,17.97%,-4.08%,23.62%,-4.08%,78.09%,58.15,0.38%,0.67%,,145.13,0.61,34.54,1.05%,88732,,,10/12/2006,,
6256,PXJ,Invesco Dynamic Oil & Gas Services ETF,Financial,Exchange Traded Fund,USA,,,,,,,,,3.48%,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.06%,17.24%,-1.06%,11.31%,21.21%,17.61%,,0.15,6.47%,3.99%,4.11%,12.00%,6.29%,-4.59%,28.08%,-14.80%,28.97%,60.8,0.27%,0.00%,,145.28,0.52,3.74,0.27%,75324,,,10/26/2005,,
6257,PXLW,"Pixelworks, Inc.",Technology,Semiconductors,USA,167.74,,,,3.48,3.94,2.52,,,,-0.46,-171.70%,33.30%,-9.10%,15.00%,-7.20%,61.30%,85.40%,52.77,47.67,3.90%,-0.57%,40.60%,-0.03%,3.42%,2.01,-29.80%,-49.10%,-50.20%,4.2,4.1,0,0,48.20%,-46.40%,-47.70%,-3.37%,-31.37%,-23.36%,4.65%,2.94%,-28.41%,2.29,0.27,7.79%,8.16%,-16.67%,-29.40%,-22.69%,-47.01%,6.06%,-60.13%,20.00%,32.78,6.42%,-1.00%,2.2,810.93,0.87,3.15,5.35%,705052,11/09/2021 16:30,8,5/19/2000,3.16,0.32%
6258,PXQ,Invesco Dynamic Networking ETF,Financial,Exchange Traded Fund,USA,,,,,,,,,0.12%,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.17%,-16.22%,-10.52%,-7.32%,0.56%,-15.39%,,2.29,3.39%,2.26%,-6.45%,-10.81%,-7.16%,-18.66%,3.20%,-18.66%,12.84%,35.57,3.49%,-0.31%,,3.31,0.36,86.55,3.17%,1180,,,6/23/2005,86.7,0.17%
6259,PXS,Pyxis Tankers Inc.,Industrials,Marine Shipping,Greece,19.02,,92.98,,1.03,0.34,2.47,,,,-0.31,17.70%,100.00%,-29.80%,,-8.10%,-11.20%,37.30%,38.37,14.99,59.99%,0.00%,8.60%,,1.04%,0.55,-9.20%,-20.80%,-2.20%,1.2,1.1,1.03,1.15,13.40%,-32.80%,-51.70%,6.87%,-5.72%,-44.19%,-36.71%,-59.57%,-3.15%,-0.51,0.05,13.07%,10.04%,-1.15%,-14.52%,-37.13%,-37.05%,31.48%,-89.89%,31.48%,45.5,6.70%,4.89%,2.5,283.7,1.69,0.46,11.92%,480265,11/15/2021 4:30:00 PM,1.27,11/03/2015,0.48,3.25%
6260,PYCR,"Paycor HCM, Inc.",Technology,Software - Application,USA,4533.7,,101.16,,12.37,3.12,36.04,,,,-0.76,-7.50%,37.71%,,2.71%,,-146.70%,17.20%,166.46,,0.30%,-96.09%,97.20%,1.17%,,6.35,,,-10.00%,1.1,1.1,0,0,54.80%,-32.20%,-35.00%,1.97%,-17.13%,-25.10%,-11.35%,,-15.38%,,1.71,8.35%,6.89%,-5.91%,-13.69%,-21.92%,-26.83%,7.12%,-38.60%,7.12%,40.62,2.09%,0.08%,2.1,504.1,1.53,24.38,2.18%,771103,2/03/2022 16:30,38.83,7/21/2021,24.38,0.00%
6261,PYN,PIMCO New York Municipal Income Fund III,Financial,Closed-End Fund - Debt,USA,49.66,9.81,,,14.35,0.93,,,4.97%,,0.88,,,,,,,-11.20%,5.73,,,,3.13%,,,0.43,,,,,,,,,,,-2.15%,-7.08%,-14.26%,-18.30%,-4.52%,-6.98%,,0.12,1.66%,1.41%,-5.17%,-6.95%,-14.62%,-11.99%,-1.03%,-21.27%,-1.03%,23.85,-1.59%,0.34%,,11.03,0.84,8.66,-1.25%,9312,,,10/29/2002,,
6262,PYPD,PolyPid Ltd.,Healthcare,Biotechnology,Israel,84.69,,,,,1.75,2.04,,,,-1.96,-420.40%,-6.50%,-20.50%,,,-51.00%,,18.76,16.18,13.71%,0.00%,18.20%,,0.47%,1.48,-56.30%,-60.10%,,8.8,8.8,0,0,,,,-7.22%,-22.41%,-36.17%,-44.92%,-52.08%,-21.60%,,0.41,8.82%,7.59%,-17.71%,-26.32%,-42.61%,-43.75%,2.74%,-72.73%,2.74%,27.52,-2.17%,1.10%,1.9,52.03,0.94,4.5,-1.10%,49074,11/10/2021 8:30,24,6/26/2020,,
6263,PYPE,UBS ETRACS NYSE Pickens Core Midstream Index ETN,Financial,Exchange Traded Fund,USA,,,,,,,,,7.05%,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.62%,8.12%,2.91%,-2.16%,28.37%,6.89%,,0.22,0.39%,0.44%,1.39%,3.16%,5.41%,-2.95%,11.43%,-6.38%,33.49%,56.46,0.33%,-0.18%,,0.37,0.01,19.29,0.15%,2,,,8/21/2018,,
6264,PYPL,"PayPal Holdings, Inc.",Financial,Credit Services,USA,203567.69,39.37,31.05,1.94,8.29,8.69,15.32,41.52,,0.00%,4.15,71.00%,14.16%,28.80%,20.28%,18.30%,6.70%,13.20%,1174,1173.41,0.10%,-6.26%,82.00%,0.08%,1.52%,1.12,6.80%,23.90%,8.40%,1.3,1.3,0.36,0.36,47.80%,17.00%,20.10%,-0.01%,-13.92%,-30.95%,-40.65%,-30.21%,-13.29%,1.17,7,5.00%,4.24%,-8.52%,-11.97%,-33.92%,-24.29%,7.52%,-47.28%,7.52%,35.21,3.25%,0.16%,1.9,15874.82,0.62,163.52,3.42%,9834958,2/01/2022 16:30,259.82,7/06/2015,163.26,-0.16%
6265,PYR,PyroGenesis Canada Inc.,Industrials,Specialty Industrial Machinery,Canada,498.08,52.86,,,16.28,6.17,31.52,,,0.00%,0.04,495.20%,,45.80%,,23.30%,-96.20%,14.80%,168.52,84.37,50.25%,0.00%,1.34%,,2.55%,1.65,8.60%,11.00%,-4.60%,2.2,2.2,0.04,0.1,46.90%,-18.20%,22.70%,-7.88%,-18.68%,-41.42%,-40.00%,-31.06%,-16.23%,2.2,0.36,18.68%,10.33%,-15.90%,-23.14%,-45.77%,-61.05%,29.07%,-81.50%,29.07%,38.94,-9.76%,1.44%,,1307.53,0.37,2.22,-8.45%,480703,11/16/2021 8:30:00 AM,,8/15/2011,2.29,3.15%
6266,PYXS,"Pyxis Oncology, Inc.",Healthcare,Biotechnology,USA,275.26,,,,,,2.06,,,,-45.59,-362.80%,42.50%,,,,,,32.73,27.87,10.30%,0.77%,14.40%,,1.29%,2.14,,,,8,8,,,,,,-11.66%,-16.15%,-36.77%,,,-23.34%,,0.83,10.07%,8.97%,-16.65%,-19.02%,-24.30%,-36.77%,6.46%,-55.74%,6.46%,34.62,0.48%,-1.65%,1.8,168.2,0.38,8.41,-1.18%,64622,,21.25,10/08/2021,8.41,0.00%
6267,PYZ,Invesco DWA Basic Materials Momentum ETF,Financial,Exchange Traded Fund,USA,,,,,,,,,0.49%,,,,,,,,,,,,,,,,,,,,,,,,,,,,-1.42%,-11.56%,-7.63%,-5.32%,20.28%,-11.38%,,2.23,3.61%,2.31%,-8.20%,-8.47%,-6.35%,-14.47%,2.57%,-14.47%,20.66%,27.7,-0.31%,0.00%,,10.32,3.07,83.84,-0.31%,31666,,,10/12/2006,84.64,0.95%
6268,PZA,Invesco ETF Trust II - Invesco National AMT-Free Municipal Bond ETF,Financial,Exchange Traded Fund,USA,,,,,,,,,2.36%,,,,,,,,,,,,,,,,,,,,,,,,,,,,-1.61%,-2.99%,-2.05%,-4.16%,-3.53%,-3.21%,,0.08,0.49%,0.27%,-2.04%,-2.62%,-3.16%,-3.35%,-0.34%,-4.62%,-0.34%,9.81,-0.38%,-0.04%,,385.43,2.67,26.24,-0.42%,1030165,,,10/11/2007,26.24,0.00%
6269,PZC,PIMCO California Municipal Income Fund III,Financial,Closed-End Fund - Debt,USA,221.66,11.51,,,14.81,0.96,,,4.65%,,0.86,,,,,,3355.80%,-4.50%,22.41,,,,6.99%,,,0.31,,,,,,,,,,,-0.50%,-8.43%,-7.83%,-15.18%,-4.81%,-10.90%,,0.18,1.75%,1.75%,-6.06%,-8.09%,-10.63%,-12.00%,0.71%,-15.97%,0.71%,25.14,0.41%,-0.51%,,28.05,1.24,9.89,-0.10%,34878,,,10/29/2002,,
6270,PZG,Paramount Gold Nevada Corp.,Basic Materials,Gold,USA,26.55,,,,66.37,0.52,7.18,,,,-0.18,28.70%,,23.30%,,14.60%,-25.10%,0.00%,38.76,32.54,0.20%,8.64%,4.70%,,0.13%,0.26,-12.20%,-13.70%,,4.4,4.4,0.09,0.09,-45.80%,,,-4.49%,-3.05%,-24.72%,-28.90%,-42.87%,-8.40%,1.77,0.06,13.59%,9.24%,-6.45%,-11.03%,-26.84%,-24.72%,20.12%,-59.75%,20.12%,40.64,1.47%,-1.70%,2,159.79,0.43,0.64,-0.25%,69490,,2.33,4/10/2015,0.62,-3.00%
6271,PZN,"Pzena Investment Management, Inc",Financial,Asset Management,USA,699.98,9.94,,0.52,3.72,4.4,10,10.2,1.23%,32.90%,0.98,351.70%,,0.70%,19.00%,3.50%,71.40%,52.20%,17.7,17.11,1.50%,-4.30%,63.00%,0.04%,0.76%,2.36,9.10%,52.30%,160.30%,,,0,0.02,,51.90%,9.50%,3.40%,0.21%,-11.55%,-15.02%,17.23%,2.75%,1.27,0.44,6.25%,4.53%,1.46%,-1.21%,-8.28%,-17.19%,10.57%,-19.79%,20.72%,52.32,4.29%,0.43%,,55.12,1.27,9.73,4.74%,70191,2/02/2022 8:30,,10/25/2007,9.73,0.00%
6272,PZT,Invesco ETF Trust II - Invesco New York AMT-Free Municipal Bond ETF,Financial,Exchange Traded Fund,USA,,,,,,,,,2.54%,,,,,,,,,,,,,,,,,,,,,,,,,,,,-1.90%,-3.51%,-2.42%,-4.70%,-3.74%,-3.63%,,0.09,0.41%,0.30%,-2.38%,-2.98%,-3.51%,-4.16%,-0.55%,-5.38%,-0.55%,8.28,-0.27%,-0.29%,,13.71,1.29,25.16,-0.56%,17712,,,10/11/2007,25.16,-0.01%
6273,PZZA,"Papa John's International, Inc.",Consumer Cyclical,Restaurants,USA,4478.88,,33.42,,2.23,,42.33,25.83,1.14%,351.40%,-0.32,628.70%,9.28%,-7.50%,15.00%,2.10%,127.00%,8.40%,36.39,36,1.00%,-66.66%,99.90%,0.23%,3.88%,3.48,1.10%,-4.70%,90.90%,0.9,0.7,,,31.50%,8.80%,0.50%,7.37%,-10.96%,0.92%,7.61%,20.07%,-7.99%,1.01,4.45,4.57%,3.89%,0.47%,-3.16%,5.03%,-11.34%,9.06%,-12.70%,56.63%,50.52,4.17%,-0.15%,1.9,401.36,1.04,122.81,4.01%,417680,11/04/2021 8:30,145.94,6/08/1993,121.4,-1.15%
6274,QABA,First Trust NASDAQ ABA Community Bank Index Fund,Financial,Exchange Traded Fund,USA,,,,,,,,,1.78%,,,,,,,,,,,,,,,,,,,,,,,,,,,,-1.74%,-1.64%,0.28%,9.60%,26.37%,-1.17%,,1.42,3.48%,2.17%,-4.48%,-2.34%,1.73%,-8.39%,5.52%,-8.39%,27.47%,38.93,0.31%,-0.12%,,22.95,2.27,58.33,0.19%,52068,,,7/01/2009,,
6275,QAI,IQ Hedge Multi-Strategy Tracker ETF,Financial,Exchange Traded Fund,USA,,,,,,,,,1.99%,,,,,,,,,,,,,,,,,,,,,,,,,,,,-1.35%,-3.03%,-4.24%,-4.42%,-3.88%,-3.33%,,0.24,0.92%,0.78%,-2.22%,-2.79%,-3.89%,-4.83%,0.10%,-6.19%,0.10%,27.2,-0.16%,0.26%,,122.89,3.05,30.73,0.10%,375395,,,3/25/2009,30.73,0.00%
6276,QARP,DBX ETF Trust - Xtrackers Russell 1000 US Quality at a Reasonable Price ETF,Financial,Exchange Traded Fund,USA,,,,,,,,,1.36%,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.67%,-7.10%,-2.01%,0.75%,22.52%,-6.53%,,0.53,1.53%,1.06%,-3.35%,-3.94%,0.23%,-7.23%,3.93%,-7.23%,22.52%,38.63,1.89%,0.20%,,11.09,0.16,41.03,2.09%,1746,,,4/05/2018,41.15,0.29%
6277,QAT,iShares MSCI Qatar ETF,Financial,Exchange Traded Fund,USA,,,,,,,,,2.14%,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.59%,6.93%,4.77%,16.23%,13.87%,6.46%,,0.23,1.42%,0.82%,3.34%,5.00%,9.90%,-0.77%,9.33%,-0.77%,25.76%,67.91,-0.13%,0.67%,,23.99,0.25,21.92,0.53%,5916,,,5/01/2014,,
6278,QCLN,First Trust NASDAQ Clean Edge Green Energy Index Fund,Financial,Exchange Traded Fund,USA,,,,,,,,,0.15%,,,,,,,,,,,,,,,,,,,,,,,,,,,,-6.76%,-21.55%,-31.38%,-21.52%,-34.41%,-22.92%,,2.67,6.28%,4.51%,-15.51%,-23.24%,-21.28%,-37.41%,1.43%,-41.79%,1.43%,23.21,1.89%,-0.73%,,492.1,1.1,52.39,1.14%,538956,,,2/14/2007,52.5,0.21%
6279,QCOM,QUALCOMM Incorporated,Technology,Semiconductors,USA,188605.39,21.19,14.33,0.83,5.62,18.91,15.19,33.44,1.63%,33.30%,7.87,74.00%,8.49%,15.60%,25.62%,7.30%,-5.20%,11.90%,1128,1118.38,0.14%,-4.14%,74.80%,0.05%,1.42%,1.41,23.40%,109.80%,33.20%,1.7,1.4,1.38,1.58,57.50%,29.10%,26.90%,1.14%,-10.41%,24.77%,11.36%,6.74%,-8.78%,1.28,7.63,6.54%,4.50%,-6.35%,-7.40%,11.98%,-13.83%,5.17%,-13.83%,36.54%,41.74,2.97%,0.50%,2,11293.58,0.91,166.81,3.48%,10309542,2/02/2022 16:30,208.99,12/13/1991,166.79,-0.01%
